Code,Metro,Class,Population,2010 males,2010 Males pct,2010 females,2010 female pct,2010 Sex ratio1,2010 Total population,2000 males,2000 male pct,2000 female pct,2000 female pct,2000 Sex ratio1,2010 median age,2010 Under 18 years,2010 18 to 24 years,2010 25 to 34 years,010 35 to 44 years,2010 45 to 54 years,55 to 64 years,2010 65 to 74 years,2010 75 years and over,2010 Median,2000 Under 18 years,2000 18 to 24 years,2000 25 to 34 years,2000 35 to 44 years,2000 45 to 54 years,2000 55 to 64 years,2000 65 to 74 years,2000 75 years and over
17420,"Cleveland, TN",Metropolitan Statistical Area,115788.00,56547.00,48.80,59241.00,51.20,95.45,104015.00,50843.00,48.90,53172.00,51.10,95.60,38.80,26461.00,11723.00,13867.00,15724.00,16748.00,14394.00,9992.00,6879.00,36.00,24458.00,11223.00,14708.00,16064.00,14158.00,10784.00,7253.00,5367.00
17460,"Cleveland-Elyria-Mentor, OH",Metropolitan Statistical Area,2077240.00,998483.00,48.10,1078757.00,51.90,92.56,2148143.00,1027803.00,47.80,1120340.00,52.20,91.70,40.50,481344.00,173680.00,242552.00,265676.00,326882.00,271394.00,158767.00,156945.00,37.30,544890.00,168835.00,282674.00,347107.00,299530.00,193528.00,157830.00,153749.00
17660,"Coeur d'Alene, ID",Metropolitan Statistical Area,138494.00,68257.00,49.30,70237.00,50.70,97.18,108685.00,53812.00,49.50,54873.00,50.50,98.10,38.90,34244.00,12008.00,16742.00,17248.00,19864.00,18310.00,11464.00,8614.00,36.10,29500.00,9421.00,13653.00,16817.00,15774.00,10175.00,7127.00,6218.00
17780,"College Station-Bryan, TX",Metropolitan Statistical Area,228660.00,115364.00,50.50,113296.00,49.50,101.83,184885.00,92618.00,50.10,92267.00,49.90,100.40,25.80,48089.00,62695.00,33341.00,23127.00,23255.00,18317.00,10827.00,9009.00,24.90,41673.00,51335.00,25779.00,21914.00,17428.00,11166.00,8151.00,7439.00
17820,"Colorado Springs, CO",Metropolitan Statistical Area,645613.00,322047.00,49.90,323566.00,50.10,99.53,537484.00,270010.00,50.20,267474.00,49.80,100.90,34.60,167456.00,69372.00,89335.00,84479.00,97636.00,72261.00,37528.00,27546.00,33.30,147802.00,55503.00,79190.00,95378.00,73280.00,40004.00,26395.00,19932.00
17860,"Columbia, MO",Metropolitan Statistical Area,172786.00,83991.00,48.60,88795.00,51.40,94.59,145666.00,70388.00,48.30,75278.00,51.70,93.50,30.00,36429.00,35422.00,25812.00,19684.00,21357.00,17401.00,8946.00,7735.00,29.80,33353.00,28296.00,21714.00,21409.00,17719.00,9888.00,6719.00,6568.00
17900,"Columbia, SC",Metropolitan Statistical Area,767598.00,374340.00,48.80,393258.00,51.20,95.19,647158.00,313024.00,48.40,334134.00,51.60,93.70,35.70,180161.00,91468.00,105788.00,101614.00,110023.00,90865.00,50416.00,37263.00,34.50,162384.00,70942.00,95116.00,105741.00,90492.00,54249.00,37331.00,30903.00
17980,"Columbus, GA-AL",Metropolitan Statistical Area,294865.00,143476.00,48.70,151389.00,51.30,94.77,281768.00,138945.00,49.30,142823.00,50.70,97.30,34.40,74864.00,32927.00,41762.00,36930.00,40772.00,32935.00,19028.00,15647.00,32.80,75512.00,33066.00,41231.00,42939.00,34628.00,22184.00,18125.00,14083.00
18020,"Columbus, IN",Metropolitan Statistical Area,76794.00,37936.00,49.40,38858.00,50.60,97.63,71435.00,35107.00,49.10,36328.00,50.90,96.60,38.20,19360.00,6063.00,9780.00,10464.00,11001.00,9395.00,5986.00,4745.00,36.20,18951.00,5491.00,9928.00,11253.00,10136.00,7024.00,4720.00,3932.00
18140,"Columbus, OH",Metropolitan Statistical Area,1836536.00,901516.00,49.10,935020.00,50.90,96.42,1612694.00,791647.00,49.10,821047.00,50.90,96.40,35.10,454787.00,190604.00,269563.00,259434.00,265484.00,202111.00,108487.00,86066.00,33.70,412742.00,170160.00,257237.00,268159.00,214947.00,127508.00,89075.00,72866.00
18580,"Corpus Christi, TX",Metropolitan Statistical Area,428185.00,210686.00,49.20,217499.00,50.80,96.87,403280.00,198323.00,49.20,204957.00,50.80,96.80,36.00,111053.00,42256.00,55861.00,51841.00,61080.00,51218.00,30072.00,24804.00,33.60,115341.00,40905.00,52917.00,61850.00,52496.00,33290.00,26225.00,20256.00
18700,"Corvallis, OR",Metropolitan Statistical Area,85579.00,42868.00,50.10,42711.00,49.90,100.37,78153.00,38905.00,49.80,39248.00,50.20,99.10,32.10,15249.00,19656.00,10414.00,8595.00,10738.00,10647.00,5384.00,4896.00,31.10,16658.00,15824.00,10096.00,10787.00,11102.00,5660.00,3975.00,4051.00
18880,"Crestview-Fort Walton Beach-Destin, FL",Metropolitan Statistical Area,180822.00,90843.00,50.20,89979.00,49.80,100.96,170498.00,86160.00,50.50,84338.00,49.50,102.20,38.30,40388.00,18395.00,24995.00,21675.00,28748.00,21403.00,14094.00,11124.00,36.10,42133.00,16429.00,23676.00,29354.00,22319.00,15931.00,12640.00,8016.00
19060,"Cumberland, MD-WV",Metropolitan Statistical Area,103299.00,52828.00,51.10,50471.00,48.90,104.67,102008.00,50569.00,49.60,51439.00,50.40,98.30,41.20,19390.00,12303.00,11984.00,12965.00,14778.00,13584.00,9707.00,8588.00,39.10,21737.00,10723.00,12702.00,14701.00,13849.00,10785.00,8950.00,8561.00
19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,6371773.00,3141634.00,49.30,3230139.00,50.70,97.26,5161544.00,2570739.00,49.80,2590805.00,50.20,99.20,33.50,1773862.00,598622.00,951931.00,954965.00,905275.00,626632.00,327504.00,232982.00,32.00,1450711.00,515957.00,874382.00,890545.00,652090.00,371549.00,225992.00,180318.00
19140,"Dalton, GA",Metropolitan Statistical Area,142227.00,70770.00,49.80,71457.00,50.20,99.04,120031.00,60276.00,50.20,59755.00,49.80,100.90,34.60,39931.00,13373.00,18446.00,20372.00,19455.00,14919.00,9434.00,6297.00,32.90,33038.00,11857.00,19109.00,18692.00,15307.00,10530.00,6752.00,4746.00
19180,"Danville, IL",Metropolitan Statistical Area,81625.00,40470.00,49.60,41155.00,50.40,98.34,83919.00,41291.00,49.20,42628.00,50.80,96.90,39.80,19928.00,6589.00,9696.00,9641.00,11841.00,10628.00,6952.00,6350.00,38.00,20972.00,7050.00,10380.00,12430.00,11367.00,8295.00,6883.00,6542.00
19260,"Danville, VA",Metropolitan Statistical Area,106561.00,50862.00,47.70,55699.00,52.30,91.32,110156.00,52170.00,47.40,57986.00,52.60,90.00,43.70,22747.00,8600.00,10988.00,12904.00,16743.00,15448.00,10266.00,8865.00,40.00,25502.00,8321.00,13006.00,17094.00,16179.00,11693.00,9702.00,8659.00
19340,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,379690.00,186589.00,49.10,193101.00,50.90,96.63,376019.00,183519.00,48.80,192500.00,51.20,95.30,39.40,89568.00,33106.00,47688.00,46471.00,56129.00,49617.00,29682.00,27429.00,37.10,94663.00,34762.00,47648.00,57791.00,53576.00,35295.00,26400.00,25884.00
19380,"Dayton, OH",Metropolitan Statistical Area,841502.00,407415.00,48.40,434087.00,51.60,93.86,848153.00,409926.00,48.30,438227.00,51.70,93.50,39.20,193418.00,85082.00,102056.00,102943.00,124866.00,107939.00,65588.00,59610.00,36.40,210003.00,85074.00,110693.00,131806.00,118511.00,79208.00,60815.00,52043.00
19460,"Decatur, AL",Metropolitan Statistical Area,153829.00,75677.00,49.20,78152.00,50.80,96.83,145867.00,71517.00,49.00,74350.00,51.00,96.20,39.30,36588.00,12875.00,18856.00,20805.00,23466.00,19369.00,12709.00,9161.00,36.40,37084.00,12296.00,20117.00,23782.00,20374.00,14311.00,10126.00,7777.00
19500,"Decatur, IL",Metropolitan Statistical Area,110768.00,52950.00,47.80,57818.00,52.20,91.58,114706.00,54726.00,47.70,59980.00,52.30,91.20,40.30,25284.00,10352.00,12988.00,12795.00,16297.00,14910.00,9079.00,9063.00,38.00,28171.00,11214.00,13306.00,17006.00,16533.00,10995.00,9058.00,8423.00
19660,"Deltona-Daytona Beach-Ormond Beach, FL",Metropolitan Statistical Area,494593.00,241715.00,48.90,252878.00,51.10,95.59,443343.00,215361.00,48.60,227982.00,51.40,94.50,45.30,93273.00,44699.00,50842.00,56611.00,74193.00,70686.00,53767.00,50522.00,42.40,89862.00,36268.00,48244.00,63851.00,59117.00,48190.00,50017.00,47794.00
19740,"Denver-Aurora-Broomfield, CO",Metropolitan Statistical Area,2543482.00,1264550.00,49.70,1278932.00,50.30,98.88,2179240.00,1090656.00,50.00,1088584.00,50.00,100.20,35.70,634459.00,219552.00,390192.00,377363.00,375183.00,291177.00,143753.00,111803.00,34.20,563441.00,194391.00,359811.00,384049.00,313843.00,165278.00,105278.00,89193.00
19780,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,569633.00,279267.00,49.00,290366.00,51.00,96.18,481394.00,234177.00,48.60,247217.00,51.40,94.70,35.20,148053.00,49592.00,85781.00,79541.00,80224.00,62763.00,33864.00,29815.00,34.90,125249.00,43814.00,72720.00,79001.00,65513.00,39543.00,28256.00,27298.00
19820,"Detroit-Warren-Livonia, MI",Metropolitan Statistical Area,4296250.00,2082043.00,48.50,2214207.00,51.50,94.03,4452557.00,2164363.00,48.60,2288194.00,51.40,94.60,39.10,1043759.00,371219.00,506250.00,593106.00,675497.00,539318.00,295739.00,271362.00,35.50,1181921.00,359244.00,648446.00,737372.00,618103.00,374355.00,279010.00,254106.00
20020,"Dothan, AL",Metropolitan Statistical Area,145639.00,70147.00,48.20,75492.00,51.80,92.92,130861.00,62453.00,47.70,68408.00,52.30,91.30,39.60,34835.00,11858.00,17591.00,18765.00,21213.00,18984.00,12602.00,9791.00,37.50,33094.00,10620.00,16854.00,19763.00,18266.00,13231.00,10203.00,8830.00
20100,"Dover, DE",Metropolitan Statistical Area,162310.00,78035.00,48.10,84275.00,51.90,92.60,126697.00,61070.00,48.20,65627.00,51.80,93.10,36.60,40379.00,17783.00,20017.00,20570.00,23177.00,18402.00,12699.00,9283.00,34.40,34533.00,12824.00,17160.00,20560.00,15805.00,11014.00,8420.00,6381.00
20220,"Dubuque, IA",Metropolitan Statistical Area,93653.00,46132.00,49.30,47521.00,50.70,97.08,89143.00,43297.00,48.60,45846.00,51.40,94.40,38.60,22252.00,9896.00,11119.00,10911.00,13685.00,11435.00,7122.00,7233.00,36.50,22779.00,9101.00,10654.00,13616.00,11926.00,7964.00,6479.00,6624.00
20260,"Duluth, MN-WI",Metropolitan Statistical Area,279771.00,140707.00,50.30,139064.00,49.70,101.18,275486.00,136010.00,49.40,139476.00,50.60,97.50,40.60,57388.00,32243.00,33089.00,31573.00,42911.00,39073.00,21906.00,21588.00,38.70,63063.00,29642.00,30493.00,42630.00,41076.00,25233.00,20593.00,22756.00
20500,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,504357.00,241401.00,47.90,262956.00,52.10,91.80,426493.00,205124.00,48.10,221369.00,51.90,92.70,35.00,111245.00,63538.00,77072.00,68685.00,68849.00,58338.00,31200.00,25430.00,32.90,94827.00,59736.00,72090.00,66837.00,56770.00,32308.00,22803.00,21122.00
20740,"Eau Claire, WI",Metropolitan Statistical Area,161151.00,80755.00,50.10,80396.00,49.90,100.45,148337.00,72561.00,48.90,75776.00,51.10,95.80,36.30,35581.00,21742.00,21014.00,18979.00,22883.00,19582.00,10886.00,10484.00,34.70,36422.00,20199.00,18212.00,22275.00,19959.00,11838.00,9571.00,9861.00
20940,"El Centro, CA",Metropolitan Statistical Area,174528.00,89646.00,51.40,84882.00,48.60,105.61,142361.00,74330.00,52.20,68031.00,47.80,109.30,31.90,51098.00,19040.00,24197.00,22941.00,22497.00,16603.00,9791.00,8361.00,31.00,44746.00,14113.00,20908.00,22393.00,16150.00,9746.00,8401.00,5904.00
21060,"Elizabethtown, KY",Metropolitan Statistical Area,119736.00,59701.00,49.90,60035.00,50.10,99.44,107547.00,54086.00,50.30,53461.00,49.70,101.20,35.50,30791.00,11626.00,16633.00,15849.00,17791.00,13224.00,7794.00,6028.00,34.10,29311.00,11015.00,14993.00,18474.00,13802.00,8851.00,6373.00,4728.00
21140,"Elkhart-Goshen, IN",Metropolitan Statistical Area,197559.00,97458.00,49.30,100101.00,50.70,97.36,182791.00,90848.00,49.70,91943.00,50.30,98.80,34.90,56175.00,17603.00,25303.00,25947.00,26664.00,21905.00,12676.00,11286.00,33.00,52799.00,17414.00,26566.00,27916.00,23453.00,14802.00,10271.00,9570.00
21300,"Elmira, NY",Metropolitan Statistical Area,88830.00,44171.00,49.70,44659.00,50.30,98.91,91070.00,45000.00,49.40,46070.00,50.60,97.70,40.90,19880.00,7936.00,10471.00,10956.00,13921.00,11723.00,6841.00,7102.00,37.90,22210.00,7998.00,11196.00,14549.00,12698.00,8197.00,7094.00,7128.00
21340,"El Paso, TX",Metropolitan Statistical Area,800647.00,387876.00,48.40,412771.00,51.60,93.97,679622.00,327771.00,48.20,351851.00,51.80,93.20,31.30,240813.00,89430.00,106712.00,104786.00,101858.00,74825.00,44235.00,37988.00,30.00,217423.00,72039.00,98208.00,100790.00,76876.00,48213.00,38983.00,27090.00
21500,"Erie, PA",Metropolitan Statistical Area,280566.00,137957.00,49.20,142609.00,50.80,96.74,280843.00,136967.00,48.80,143876.00,51.20,95.20,38.60,63808.00,32682.00,32706.00,33883.00,41225.00,35438.00,20427.00,20397.00,36.20,70311.00,30200.00,35225.00,42507.00,38188.00,24156.00,19968.00,20288.00
21660,"Eugene-Springfield, OR",Metropolitan Statistical Area,351715.00,173044.00,49.20,178671.00,50.80,96.85,322959.00,158941.00,49.20,164018.00,50.80,96.90,39.00,69689.00,44248.00,46026.00,40747.00,48150.00,50074.00,28358.00,24423.00,36.60,73814.00,38662.00,42029.00,46820.00,49564.00,29116.00,21249.00,21705.00
21780,"Evansville, IN-KY",Metropolitan Statistical Area,358676.00,174624.00,48.70,184052.00,51.30,94.88,342815.00,165193.00,48.20,177622.00,51.80,93.00,38.90,83669.00,34834.00,44255.00,44055.00,54801.00,45744.00,26793.00,24525.00,37.20,83753.00,33308.00,43074.00,55091.00,47887.00,31294.00,24890.00,23518.00
21820,"Fairbanks, AK",Metropolitan Statistical Area,97581.00,51531.00,52.80,46050.00,47.20,111.90,82840.00,43217.00,52.20,39623.00,47.80,109.10,31.00,25001.00,13077.00,16240.00,12467.00,13545.00,10876.00,4170.00,2205.00,29.50,24919.00,10099.00,13529.00,14052.00,11401.00,4995.00,2399.00,1446.00
22020,"Fargo, ND-MN",Metropolitan Statistical Area,208777.00,104688.00,50.10,104089.00,49.90,100.58,174367.00,86452.00,49.60,87915.00,50.40,98.30,31.50,46404.00,34584.00,33344.00,24884.00,26584.00,21349.00,10593.00,11035.00,31.50,41670.00,28406.00,25212.00,26521.00,22100.00,11960.00,9241.00,9257.00
22140,"Farmington, NM",Metropolitan Statistical Area,130044.00,64544.00,49.60,65500.00,50.40,98.54,113801.00,56405.00,49.60,57396.00,50.40,98.30,33.00,37651.00,12728.00,17906.00,15161.00,18197.00,14318.00,7910.00,6173.00,31.00,37133.00,11365.00,14040.00,17963.00,14267.00,8707.00,6033.00,4293.00
22180,"Fayetteville, NC",Metropolitan Statistical Area,366383.00,177206.00,48.40,189177.00,51.60,93.67,336609.00,170208.00,50.60,166401.00,49.40,102.30,31.00,99726.00,44669.00,58897.00,46864.00,47504.00,35040.00,19721.00,13962.00,29.70,94633.00,45079.00,58610.00,52548.00,36842.00,22904.00,16047.00,9946.00
22220,"Fayetteville-Springdale-Rogers, AR-MO",Metropolitan Statistical Area,463204.00,230152.00,49.70,233052.00,50.30,98.76,347045.00,172789.00,49.80,174256.00,50.20,99.20,33.00,123608.00,51987.00,69227.00,61743.00,58888.00,45785.00,28981.00,22985.00,33.30,90389.00,40265.00,51091.00,51738.00,41913.00,29592.00,22909.00,19148.00
22380,"Flagstaff, AZ",Metropolitan Statistical Area,134421.00,66666.00,49.60,67755.00,50.40,98.39,116320.00,58061.00,49.90,58259.00,50.10,99.70,31.00,31788.00,23768.00,18129.00,15499.00,17953.00,15360.00,7447.00,4477.00,29.60,33425.00,16806.00,16280.00,17637.00,15591.00,8438.00,5015.00,3128.00
22420,"Flint, MI",Metropolitan Statistical Area,425790.00,205271.00,48.20,220519.00,51.80,93.09,436141.00,209692.00,48.10,226449.00,51.90,92.60,38.50,106579.00,38081.00,50224.00,55060.00,64981.00,52676.00,30938.00,27251.00,35.00,119601.00,38741.00,59478.00,69930.00,59847.00,37937.00,28600.00,22007.00
22500,"Florence, SC",Metropolitan Statistical Area,205566.00,96874.00,47.10,108692.00,52.90,89.13,193155.00,90980.00,47.10,102175.00,52.90,89.00,38.30,50358.00,19316.00,24654.00,26590.00,29576.00,27262.00,16285.00,11525.00,35.70,50310.00,18266.00,26044.00,29361.00,28055.00,18124.00,12394.00,10601.00
22520,"Florence-Muscle Shoals, AL",Metropolitan Statistical Area,147137.00,70538.00,47.90,76599.00,52.10,92.09,142950.00,68392.00,47.80,74558.00,52.20,91.70,40.90,32016.00,14574.00,16315.00,18336.00,21539.00,19341.00,13774.00,11242.00,38.00,33344.00,13360.00,18409.00,21388.00,19678.00,15037.00,11727.00,10007.00
22540,"Fond du Lac, WI",Metropolitan Statistical Area,101633.00,49926.00,49.10,51707.00,50.90,96.56,97296.00,47477.00,48.80,49819.00,51.20,95.30,40.20,23044.00,9232.00,12299.00,12867.00,15878.00,13088.00,7477.00,7748.00,36.90,24489.00,9132.00,12213.00,15724.00,13518.00,8278.00,6775.00,7167.00
22660,"Fort Collins-Loveland, CO",Metropolitan Statistical Area,299630.00,148637.00,49.60,150993.00,50.40,98.44,251494.00,125654.00,50.00,125840.00,50.00,99.90,35.50,64057.00,41794.00,42131.00,36565.00,42567.00,36975.00,19814.00,15727.00,33.20,59755.00,35660.00,36185.00,41099.00,35658.00,19100.00,12810.00,11227.00
22900,"Fort Smith, AR-OK",Metropolitan Statistical Area,298592.00,147482.00,49.40,151110.00,50.60,97.60,273170.00,134439.00,49.20,138731.00,50.80,96.90,37.70,76034.00,26760.00,36545.00,38239.00,43122.00,36164.00,23935.00,17793.00,35.80,72830.00,24437.00,36146.00,41613.00,36045.00,26518.00,19006.00,16575.00
23060,"Fort Wayne, IN",Metropolitan Statistical Area,416257.00,203376.00,48.90,212881.00,51.10,95.54,390156.00,191276.00,49.00,198880.00,51.00,96.20,36.00,111040.00,38254.00,53630.00,53332.00,59929.00,48946.00,26528.00,24598.00,34.50,107702.00,35963.00,54019.00,62109.00,53305.00,31403.00,23633.00,22022.00
23420,"Fresno, CA",Metropolitan Statistical Area,930450.00,464811.00,50.00,465639.00,50.00,99.82,799407.00,400476.00,50.10,398931.00,49.90,100.40,30.60,277507.00,108518.00,132729.00,114369.00,115052.00,88854.00,49499.00,43922.00,29.90,256425.00,88587.00,111804.00,115858.00,92209.00,55315.00,41171.00,38038.00
23460,"Gadsden, AL",Metropolitan Statistical Area,104430.00,50626.00,48.50,53804.00,51.50,94.09,103459.00,49506.00,47.90,53953.00,52.10,91.80,40.20,23986.00,8893.00,12046.00,13956.00,14894.00,14147.00,9097.00,7411.00,38.30,24654.00,8988.00,13478.00,14833.00,14582.00,10364.00,8773.00,7787.00
23540,"Gainesville, FL",Metropolitan Statistical Area,264275.00,128622.00,48.70,135653.00,51.30,94.82,232392.00,114048.00,49.10,118344.00,50.90,96.40,30.60,47916.00,59474.00,38593.00,27452.00,31910.00,29447.00,16250.00,13233.00,29.30,47467.00,52667.00,32971.00,31026.00,28488.00,16887.00,12014.00,10872.00
23580,"Gainesville, GA",Metropolitan Statistical Area,179684.00,89601.00,49.90,90083.00,50.10,99.46,139277.00,70884.00,50.90,68393.00,49.10,103.60,34.50,50166.00,16721.00,24141.00,25660.00,24185.00,18801.00,11571.00,8439.00,32.20,37517.00,15091.00,23305.00,21630.00,17327.00,11340.00,7488.00,5579.00
24020,"Glens Falls, NY",Metropolitan Statistical Area,128923.00,64840.00,50.30,64083.00,49.70,101.18,124345.00,62002.00,49.90,62343.00,50.10,99.50,42.90,26862.00,10473.00,14252.00,16913.00,21192.00,18277.00,11165.00,9789.00,38.30,30220.00,9827.00,15534.00,20286.00,17935.00,12398.00,9697.00,8448.00
24140,"Goldsboro, NC",Metropolitan Statistical Area,122623.00,59956.00,48.90,62667.00,51.10,95.67,113329.00,55883.00,49.30,57446.00,50.70,97.30,36.60,30484.00,12281.00,16157.00,15454.00,17733.00,14436.00,9100.00,6978.00,34.80,29642.00,11166.00,16109.00,18466.00,14753.00,10084.00,7670.00,5439.00
24220,"Grand Forks, ND-MN",Metropolitan Statistical Area,98461.00,50178.00,51.00,48283.00,49.00,103.92,97478.00,49192.00,50.50,48286.00,49.50,101.90,32.40,20942.00,17664.00,13326.00,10384.00,13086.00,10936.00,5962.00,6161.00,31.90,23863.00,16025.00,12559.00,14237.00,11920.00,7043.00,5533.00,6298.00
24300,"Grand Junction, CO",Metropolitan Statistical Area,146723.00,72866.00,49.70,73857.00,50.30,98.66,116255.00,56939.00,49.00,59316.00,51.00,96.00,38.10,34517.00,14564.00,19176.00,16675.00,20998.00,18921.00,11453.00,10419.00,38.10,29067.00,10904.00,13195.00,17865.00,16791.00,10791.00,9184.00,8458.00
24340,"Grand Rapids-Wyoming, MI",Metropolitan Statistical Area,774160.00,383511.00,49.50,390649.00,50.50,98.17,740482.00,367773.00,49.70,372709.00,50.30,98.70,35.50,200364.00,77816.00,104007.00,99310.00,114353.00,87814.00,47576.00,42920.00,33.10,208179.00,75037.00,107157.00,120592.00,95189.00,55727.00,40806.00,37795.00
24500,"Great Falls, MT",Metropolitan Statistical Area,81327.00,40568.00,49.90,40759.00,50.10,99.53,80357.00,39756.00,49.50,40601.00,50.50,97.90,38.90,18630.00,8254.00,10418.00,9039.00,11994.00,10302.00,6688.00,6002.00,36.70,20912.00,7351.00,9880.00,12678.00,10720.00,7568.00,5825.00,5423.00
24540,"Greeley, CO",Metropolitan Statistical Area,252825.00,126487.00,50.00,126338.00,50.00,100.12,180926.00,90713.00,50.10,90213.00,49.90,100.60,33.10,70401.00,27719.00,34915.00,34710.00,34064.00,26781.00,14114.00,10121.00,30.90,51031.00,23798.00,25884.00,27871.00,22742.00,13360.00,8767.00,7473.00
24580,"Green Bay, WI",Metropolitan Statistical Area,306241.00,152312.00,49.70,153929.00,50.30,98.95,282599.00,140824.00,49.80,141775.00,50.20,99.30,37.70,75104.00,28282.00,40024.00,40490.00,47829.00,36308.00,20172.00,18032.00,35.00,73500.00,27640.00,40007.00,48194.00,37920.00,22659.00,16550.00,16129.00
24660,"Greensboro-High Point, NC",Metropolitan Statistical Area,723801.00,347487.00,48.00,376314.00,52.00,92.34,643430.00,310590.00,48.30,332840.00,51.70,93.30,37.80,169986.00,75533.00,90208.00,100423.00,105414.00,86994.00,52101.00,43142.00,35.60,153917.00,63744.00,97228.00,102956.00,88800.00,57891.00,42722.00,36172.00
24780,"Greenville, NC",Metropolitan Statistical Area,189510.00,90817.00,47.90,98693.00,52.10,92.02,152772.00,73189.00,47.90,79583.00,52.10,92.00,31.80,42750.00,32748.00,27196.00,23525.00,24203.00,19804.00,10791.00,8493.00,31.00,36346.00,25238.00,23404.00,22446.00,18984.00,11232.00,8270.00,6852.00
24860,"Greenville-Mauldin-Easley, SC",Metropolitan Statistical Area,636986.00,310642.00,48.80,326344.00,51.20,95.19,559940.00,273699.00,48.90,286241.00,51.10,95.60,37.10,149031.00,71120.00,81226.00,85537.00,90786.00,75724.00,47321.00,36241.00,35.10,135663.00,62228.00,81045.00,87880.00,75584.00,51183.00,35559.00,30798.00
25060,"Gulfport-Biloxi, MS",Metropolitan Statistical Area,248820.00,123739.00,49.70,125081.00,50.30,98.93,246190.00,122427.00,49.70,123763.00,50.30,98.90,36.40,60682.00,25854.00,33836.00,31375.00,36838.00,29454.00,18061.00,12720.00,34.70,63848.00,25849.00,34366.00,39275.00,32123.00,22200.00,16666.00,11863.00
25180,"Hagerstown-Martinsburg, MD-WV",Metropolitan Statistical Area,269140.00,135329.00,50.30,133811.00,49.70,101.13,222771.00,112537.00,50.50,110234.00,49.50,102.10,39.20,63595.00,21506.00,34324.00,38471.00,41542.00,33524.00,20033.00,16145.00,37.00,53791.00,17937.00,31853.00,37309.00,31463.00,20787.00,16265.00,13366.00
25260,"Hanford-Corcoran, CA",Metropolitan Statistical Area,152982.00,86344.00,56.40,66638.00,43.60,129.57,129461.00,74332.00,57.40,55129.00,42.60,134.80,31.10,42548.00,17731.00,25589.00,21878.00,20282.00,12924.00,6844.00,5186.00,30.20,37528.00,15288.00,23131.00,22169.00,13926.00,7862.00,5269.00,4288.00
25420,"Harrisburg-Carlisle, PA",Metropolitan Statistical Area,549475.00,268265.00,48.80,281210.00,51.20,95.40,509074.00,246686.00,48.50,262388.00,51.50,94.00,39.90,121633.00,51590.00,67953.00,71206.00,84416.00,72797.00,41163.00,38717.00,38.00,119228.00,44828.00,66884.00,82822.00,75668.00,46701.00,38009.00,34934.00
25500,"Harrisonburg, VA",Metropolitan Statistical Area,125228.00,60275.00,48.10,64953.00,51.90,92.80,108193.00,52511.00,48.50,55682.00,51.50,94.30,31.70,25420.00,27098.00,14492.00,13846.00,15612.00,12763.00,8197.00,7800.00,31.70,22916.00,22444.00,13140.00,15009.00,12852.00,8634.00,6791.00,6407.00
25540,"Hartford-West Hartford-East Hartford, CT",Metropolitan Statistical Area,1212381.00,590084.00,48.70,622297.00,51.30,94.82,1148618.00,556253.00,48.40,592365.00,51.60,93.90,40.20,270025.00,116679.00,142410.00,161327.00,194960.00,153020.00,87398.00,86562.00,37.60,278332.00,95814.00,150587.00,194597.00,164030.00,104676.00,78768.00,81814.00
25620,"Hattiesburg, MS",Metropolitan Statistical Area,142842.00,68753.00,48.10,74089.00,51.90,92.80,123812.00,59041.00,47.70,64771.00,52.30,91.20,32.60,35425.00,19096.00,21375.00,17665.00,18269.00,14608.00,9242.00,7162.00,31.00,32222.00,18647.00,17650.00,17692.00,14573.00,9647.00,7274.00,6107.00
25860,"Hickory-Lenoir-Morganton, NC",Metropolitan Statistical Area,365497.00,180743.00,49.50,184754.00,50.50,97.83,341851.00,169440.00,49.60,172411.00,50.40,98.30,40.50,84222.00,29841.00,40946.00,51674.00,55681.00,48244.00,31566.00,23323.00,36.70,82147.00,29142.00,50307.00,54178.00,48090.00,34321.00,24456.00,19210.00
